ID,名称,品类,SPU,折扣价,售价,状态,库存,加购数,采购价,访问数,7天销量,30天销量,转化率
16531,"Dashiki African Ethnic Short Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,231985,$27.99,$27.99,已上架,99998,5,0.00,15,2,2,0.13
16523,"Map Pattern Geometric Round Wooden Earrings",服饰/服饰-耳饰(Earrings),231975,$4.99,$4.99,已上架,99987,50,0.00,60,13,13,0.22
16524,"Fashion DIY Lace-up Printed Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,231979,$39.99,$39.99,已上架,2400000,4,0.00,21,0,0,0.00
16525,"Geometric Simple Diamond Earrings",服饰/服饰-耳饰(Earrings),231978,$4.99,$4.99,已上架,600000,3,0.00,7,0,0,0.00
16527,"Women's Ethnic printed maxi dress",女装/女装-裙子-连衣裙（Dresses）,231980,$49.99,$49.99,已上架,400000,4,0.00,26,0,0,0.00
16526,"Vintage Wooden Earrings",服饰/服饰-耳饰(Earrings),231974,$4.99,$4.99,已上架,899998,4,0.00,8,2,2,0.25
16529,"Ethnic Print Bow Tie Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,231981,$49.99,$49.99,已上架,400000,3,0.00,18,0,0,0.00
16528,"Vintage Wooden Drop Earrings",服饰/服饰-耳饰(Earrings),231977,$4.99,$4.99,已上架,200000,1,0.00,1,0,0,0.00
16530,"Women's Printed Lapel Long Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,231984,$42.99,$42.99,已上架,600000,0,0.00,5,0,0,0.00
16522,"Geometric Pattern Fan Wooden Earrings",服饰/服饰-耳饰(Earrings),231976,$4.99,$4.99,已上架,100000,2,0.00,3,0,0,0.00
16521,"Plus Size Sexy Fashion Stitching Print Dress",女装/女装-裙子-连衣裙（Dresses）,231982,$46.99,$46.99,已上架,500000,1,0.00,5,0,0,0.00
16519,"Dashiki African Ethnic Short Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,231986,$27.99,$27.99,已上架,99999,2,0.00,17,1,1,0.06
16520,"Women's Printed Sleeveless Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,231983,$55.99,$55.99,已上架,500000,0,0.00,13,0,0,0.00
16518,"Women's V-neck wrap type two-piece tops wide-leg pants two-piece suit","女装/女装-裤子套装（Pant Suits）",231973,$35.99,$35.99,已上架,499998,5,0.00,14,2,2,0.15
16517,"Bohemian earrings ethnic style rice beads woven retro earrings",服饰/服饰-耳饰(Earrings),228845,$4.99,$4.99,已上架,499999,3,0.00,8,1,1,0.13
16514,"Exaggerated African pattern geometric diamond-shaped wooden earrings",服饰/服饰-耳饰(Earrings),228844,$5.99,$5.99,已上架,100000,4,0.00,8,0,0,0.00
16516,"Geometric round wooden earrings",服饰/服饰-耳饰(Earrings),228846,$4.99,$4.99,已上架,100000,1,0.00,4,0,0,0.00
16515,"Multi-layer Necklace Earring Set","服饰/服饰-饰品(Body Jewelry)",228843,$8.99,$8.99,已上架,200000,1,0.00,4,0,0,0.00
16513,"Color flat slippers",鞋靴/鞋靴-女鞋-拖鞋,228842,$21.99,$21.99,已上架,6299999,3,0.00,5,1,1,0.20
16511,"Plus size short sleeve printed tight dress",女装/女装-裙子-连衣裙（Dresses）,228840,$33.99,$33.99,已上架,500000,0,0.00,7,0,0,0.00
16512,"Plus size sexy single sleeve dress",女装/女装-裙子-连衣裙（Dresses）,228841,$34.99,$34.99,已上架,499998,4,0.00,18,1,2,0.11
16505,"Women's Casual Printed Short Sleeve Two-piece Suit","女装/女装-裤子套装（Pant Suits）",228834,$18.99,$18.99,已上架,1599993,42,0.00,62,7,7,0.11
16509,"Women's Fashion Word Shoulder Ethnic Print Two-piece Set","女装/女装-裙子套装（Skirt Suits）",228836,$17.99,$17.99,已上架,1600000,4,0.00,12,0,0,0.00
16510,"Fashion African Print Slotted Neck Top Split Long Skirt Two Piece Set","女装/女装-裙子套装（Skirt Suits）",228835,$15.99,$15.99,已上架,4000000,7,0.00,37,0,0,0.00
16506,"Women's Cardigan Puffy Pocket Skirt Two Piece Set","女装/女装-裙子套装（Skirt Suits）",228838,$18.99,$18.99,已上架,1599996,16,0.00,53,4,4,0.08
16507,"Sexy One-shoulder Lantern Sleeve Blouse Split Skirt Two-piece Suit","女装/女装-裙子套装（Skirt Suits）",228839,$17.99,$17.99,已上架,1599996,12,0.00,23,4,4,0.17
16508,"Women's Printed Short-sleeved Top Wide-leg Pants Two-piece Set","女装/女装-裙子套装（Skirt Suits）",228837,$17.99,$17.99,已上架,1599998,37,0.00,75,2,2,0.03
16504,"Printing Slim High Waist Leggings",女装/女装-女下装-瑜伽裤（YogaPants）,228829,$12.99,$12.99,已上架,100000,0,0.00,4,0,0,0.00
16501,"Peacock Elephant Elephant Pants",女装/女装-女下装-休闲裤,228828,$25.99,$25.99,已上架,100000,0,0.00,6,0,0,0.00
16503,"Peacock Feathers Harem Pants",女装/女装-女下装-休闲裤,228827,$25.99,$25.99,已上架,200000,0,0.00,0,0,0,0.00
16500,"Printing Slim High Waist Leggings",女装/女装-女下装-瑜伽裤（YogaPants）,228832,$14.99,$14.99,已上架,100000,0,0.00,2,0,0,0.00
16502,"Printing Slim High Waist Leggings",女装/女装-女下装-瑜伽裤（YogaPants）,228830,$14.99,$14.99,已上架,100000,0,0.00,2,0,0,0.00
16499,"Printing Slim High Waist Leggings",女装/女装-女下装-瑜伽裤（YogaPants）,228831,$14.99,$14.99,已上架,300000,0,0.00,3,0,0,0.00
16498,"Variety of wearing sexy tube top pants suit","女装/女装-裤子套装（Pant Suits）",228833,$35.99,$35.99,已上架,400000,0,0.00,11,0,0,0.00
16497,"Plus size casual loose dress",女装/女装-裙子-连衣裙（Dresses）,228822,$33.98,$33.98,已上架,800000,4,0.00,14,0,0,0.00
16496,"Casual suspender dress",女装/女装-裙子-连衣裙（Dresses）,228821,$35.99,$35.99,已上架,1200000,3,0.00,23,0,0,0.00
16495,"Peacock Feathers Harem Pants",女装/女装-女下装-休闲裤,228441,$25.99,$25.99,已上架,300000,1,0.00,23,0,0,0.00
16494,"Peacock Feathers Harem Pants",女装/女装-女下装-阔腿裤（WideLegPant）,228435,$29.99,$29.99,已上架,400000,0,0.00,9,0,0,0.00
16493,"Geometric Mandalas Harem Pants",女装/女装-女下装-休闲裤,228438,$25.99,$25.99,已上架,300000,0,0.00,9,0,0,0.00
16489,"Imperial Elephant Harem Pants",女装/女装-女下装-休闲裤,228439,$25.99,$25.99,已上架,200000,0,0.00,6,0,0,0.00
16490,"Peacock Feathers Harem Pants",女装/女装-女下装-休闲裤,228437,$25.99,$25.99,已上架,400000,0,0.00,17,0,0,0.00
16492,"Geometric Mandalas Harem Pants",女装/女装-女下装-阔腿裤（WideLegPant）,228436,$29.99,$29.99,已上架,200000,1,0.00,10,0,0,0.00
16491,"Tie-Dye Harem Pants",女装/女装-女下装-休闲裤,228442,$25.99,$25.99,已上架,300000,0,0.00,7,0,0,0.00
16488,"Geometric Mandalas Women's Harem Pants",女装/女装-女下装-休闲裤,228440,$25.99,$25.99,已上架,100000,0,0.00,13,0,0,0.00
16487,"Fashion African Printed Long Sleeve Suits","女装/女装-裙子套装（Skirt Suits）",228430,$23.99,$23.99,已上架,2399998,7,0.00,40,0,2,0.05
16486,"African Print Off Shoulder Dress",女装/女装-裙子-连衣裙（Dresses）,228434,$38.50,$38.50,已上架,600000,22,0.00,90,0,0,0.00
16483,"Sexy V-neck Long Sleeve Printed Loose Dress",女装/女装-裙子-连衣裙（Dresses）,228431,$38.50,$38.50,已上架,999999,4,0.00,49,0,1,0.02
16484,"Vintage Printed Loose Bat Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,228432,$21.99,$21.99,已上架,99998,12,0.00,59,1,2,0.03
16485,"Ethnic Print Tight Dress",女装/女装-裙子-连衣裙（Dresses）,228433,$21.99,$21.99,已上架,400000,10,0.00,48,0,0,0.00
16482,"Women's Ethnic Print Overalls",女装/女装-女下装-连体裤（Rompers）,228336,$32.99,$32.99,已下架,0,9,0.00,87,0,2,0.02
16481,"Dashiki African Print Sleeveless Ankara Party Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,228334,$217.99,$217.99,已上架,9600000,1,0.00,39,0,0,0.00
16479,"Women's Ethnic Printed Long-sleeved Jacket",女装/女装-女上装-风衣（Coats）,228338,$41.99,$41.99,已上架,600000,5,0.00,87,0,0,0.00
16480,"Retro African Print Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,228335,$217.99,$217.99,已上架,4500000,0,0.00,11,0,0,0.00
16478,"Women's Ethnic Print Sleeveless Coat",女装/女装-女上装-风衣（Coats）,228332,$49.99,$49.99,已上架,800000,9,0.00,105,0,0,0.00
16476,"Women's Ethnic Printed Jumpsuit",女装/女装-女下装-连体裤（Rompers）,228337,$35.99,$35.99,已下架,0,2,0.00,31,0,1,0.03
16477,"Women's Ethnic Print Sleeveless Dress",女装/女装-裙子-连衣裙（Dresses）,228333,$35.99,$35.99,已上架,799993,31,0.00,123,2,7,0.06
16475,"Plus Sized Round Neck Loose Short Sleeve T-shirt",女装/女装-女上装-T恤(T-Shirts),222862,$18.99,$18.99,已上架,2400000,1,0.00,6,0,0,0.00
16472,"Ethnic print V-neck sleeveless maxi dress",女装/女装-裙子-连衣裙（Dresses）,222859,$39.99,$39.99,已上架,1039998,32,0.00,168,2,6,0.04
16473,"Sexy Printed Long Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,222858,$29.99,$29.99,已上架,1600000,5,0.00,49,0,0,0.00
16474,"Oversized loose crew neck anchor print T-shirt",女装/女装-女上装-T恤(T-Shirts),222860,$19.99,$19.99,已上架,2400000,1,0.00,5,0,0,0.00
16471,"Diamond-shaped ethnic short-sleeved T-shirt",女装/女装-女上装-T恤(T-Shirts),222861,$14.99,$14.99,已下架,400000,0,0.00,1,0,0,0.00
16470,"Women's Vintage Thai Silver Rose Earrings",服饰/服饰-耳饰(Earrings),222855,$6.99,$6.99,已上架,99996,32,0.00,49,1,4,0.08
16469,"Women's vintage round geometric openwork carved earrings",服饰/服饰-耳饰(Earrings),222854,$4.99,$4.99,已上架,200000,5,0.00,10,0,0,0.00
16466,"Women 2020 Hot Selling Creative Flower Fashion Retro Alloy Round Earrings",服饰/服饰-耳饰(Earrings),222857,$1.99,$1.99,已上架,99994,27,0.00,39,2,6,0.15
16467,"Women 2020 Hot Selling Creative Flower Fashion Retro Alloy Round Earrings",服饰/服饰-耳饰(Earrings),222856,$1.99,$1.99,已上架,99995,12,0.00,20,2,5,0.25
16468,"Women's Retro Diamond Simple Alloy Earrings",服饰/服饰-耳饰(Earrings),222853,$4.99,$4.99,已上架,100000,3,0.00,8,0,0,0.00
16465,"Women's Ethnic Print Strapless Top",女装/女装-女上装-衬衫（Blouses）,218484,$27.50,$27.50,已上架,599995,49,0.00,242,2,5,0.02
16463,"Ethnic Print V-neck Dress",女装/女装-裙子-连衣裙（Dresses）,218482,$25.99,$25.99,已下架,0,9,0.00,35,0,1,0.03
16464,"Ethnic Printed One-shoulder Sexy Jumpsuit",女装/女装-女下装-连体裤（Rompers）,218478,$37.71,$37.71,已上架,799999,3,0.00,37,0,1,0.03
16461,"Women's DIY Multi-dress Ethnic Print Dress",女装/女装-裙子-连衣裙（Dresses）,218480,$29.99,$29.99,已上架,1599997,6,0.00,84,0,3,0.04
16462,"Plus Size Retro Print Off-the-shoulder Long Dress",女装/女装-裙子-连衣裙（Dresses）,218486,$33.79,$33.79,已上架,400000,12,0.00,72,0,0,0.00
16460,"Women's Printed Zipper Sleeveless Dress",女装/女装-裙子-连衣裙（Dresses）,220657,$29.99,$29.99,已上架,800000,1,0.00,29,0,0,0.00
16459,"Women's Fashion Printed Long-sleeved Jacket",女装/女装-女上装-风衣（Coats）,220654,$35.99,$35.99,已上架,799988,84,0.00,432,9,12,0.03
16455,"Women's Printed Zipper Turtleneck Sexy Dress",女装/女装-裙子-连衣裙（Dresses）,220648,$39.99,$39.99,已上架,800000,5,0.00,44,0,0,0.00
16456,"Ethnic Printed Half-sleeved Irregular Shirt",女装/女装-女上装-衬衫（Blouses）,220651,$31.99,$31.99,已上架,800000,2,0.00,55,0,0,0.00
16458,"Sexy DIY Lace Up Split Dress",女装/女装-裙子-连衣裙（Dresses）,220649,$39.99,$39.99,已上架,800000,9,0.00,93,0,0,0.00
16457,"Ethnic Printed Multi-piece Jumpsuit",女装/女装-女下装-连体裤（Rompers）,220656,$36.99,$36.99,已上架,800000,6,0.00,90,0,0,0.00
16454,"Women's Strapless Off-the-shoulder Middle Sleeve Tie Jumpsuit",女装/女装-女下装-连体裤（Rompers）,220655,$37.79,$37.79,已上架,1199999,13,0.00,39,1,1,0.03
16452,"Ethnic Printed Half-sleeved Shirt",女装/女装-女上装-衬衫（Blouses）,220652,$27.99,$27.99,已上架,800000,8,0.00,56,0,0,0.00
16447,"Retro Long Sleeve Printed Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,220647,$39.99,$39.99,已上架,799998,21,0.00,109,1,2,0.02
16448,"Ethnic Print Sleeveless Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,220644,$43.99,$43.99,已下架,0,5,0.00,40,0,0,0.00
16453,"Fashion Ethnic Printed Half Sleeve Jacket",女装/女装-女上装-风衣（Coats）,220653,$32.99,$32.99,已下架,0,5,0.00,61,0,1,0.02
16450,"Retro Flared Sleeve African Print Lace-up Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,220646,$43.99,$43.99,已上架,0,7,0.00,59,0,1,0.02
16449,"Ethnic Printed Sleeveless Irregular Shirt",女装/女装-女上装-衬衫（Blouses）,220650,$31.99,$31.99,已上架,800000,3,0.00,49,0,0,0.00
16451,"Ethnic Print Sling Maxi Dress",女装/女装-裙子-连衣裙（Dresses）,220643,$43.99,$43.99,已上架,799998,23,0.00,131,0,2,0.02
16446,"Retro Short Sleeve African Print Lace Dress",女装/女装-裙子-连衣裙（Dresses）,220645,$43.99,$43.99,已下架,0,21,0.00,84,2,2,0.02
16443,"Sexy Ethnic Printed Bag Hip Skirt",女装/女装-裙子-半身裙（Skirts）,220641,$29.99,$29.99,已上架,0,3,0.00,9,0,0,0.00
16444,"Women's Ethnic Printed Bag Hip Skirt",女装/女装-裙子-半身裙（Skirts）,220640,$29.99,$29.99,已上架,0,6,0.00,24,0,0,0.00
16442,"Colorful Gradient Leopard Print Dress",女装/女装-裙子-连衣裙（Dresses）,220639,$29.99,$29.99,已上架,1499998,2,0.00,13,1,2,0.15
16445,"Women's Printed Striped Colorblock Irregular Dress",女装/女装-裙子-连衣裙（Dresses）,220638,$36.99,$36.99,已上架,999996,32,0.00,99,1,4,0.04
16441,"Sexy Ethnic Printed Bag Hip Skirt",女装/女装-裙子-半身裙（Skirts）,220642,$29.99,$29.99,已上架,600000,2,0.00,19,0,0,0.00
16440,"Women's Colorful Diamond  Sandals",鞋靴/鞋靴-女鞋-拖鞋,220633,$20.99,$20.99,已上架,1799999,5,0.00,15,1,1,0.07
16438,"Fashion solid color sleeveless dress",女装/女装-裙子-连衣裙（Dresses）,220637,$34.99,$34.99,已下架,1500000,0,0.00,0,0,0,0.00
16439,"Stylish and elegant solid color bat sleeve jumpsuit",女装/女装-女下装-连体裤（Rompers）,220630,$29.99,$29.99,已上架,400000,0,0.00,22,0,0,0.00
16433,"Casual Print Colorful Striped Dress",女装/女装-裙子-连衣裙（Dresses）,220636,$28.99,$28.99,已上架,499996,16,0.00,61,1,4,0.07
16436,"Women's Simple Open Toe Pearl Buckle Roman Sandals",鞋靴/鞋靴-女鞋-凉鞋,220632,$19.99,$19.99,已上架,1800000,5,0.00,36,0,0,0.00
16434,"Plus Size Long Sleeve Multicolor Print Dress",女装/女装-裙子-连衣裙（Dresses）,220635,$29.99,$29.99,已上架,500000,7,0.00,54,0,0,0.00
16435,"Sexy V-neck Halter Jumpsuit",女装/女装-女下装-连体裤（Rompers）,220631,$37.71,$37.71,已上架,1000000,2,0.00,8,0,0,0.00
16437,"Women's Diamond Beach Sandals",鞋靴/鞋靴-女鞋-拖鞋,220634,$19.99,$19.99,已上架,2000000,2,0.00,9,0,0,0.00
16432,"Women's African Ethnic Style 3/4-Sleeve V-Neck Dress",女装/女装-裙子-连衣裙（Dresses）,220627,$29.99,$29.99,已上架,3000000,8,0.00,89,0,0,0.00
16431,"Women's Ethnic Printed Sleeveless Lrregular Dress",女装/女装-女上装-衬衫（Blouses）,220628,$35.99,$35.99,已上架,0,12,0.00,107,0,3,0.03
16428,"Ethnic Print Long Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,220624,$29.99,$29.99,已下架,0,0,0.00,14,0,0,0.00
16429,"Plus Size Women's Fashion Sexy Print Irregular Hem Dress",女装/女装-裙子-连衣裙（Dresses）,220626,$39.99,$39.99,已上架,499997,16,0.00,104,2,3,0.03
16430,"Fashion African Style Halter Dress",女装/女装-裙子-连衣裙（Dresses）,220629,$37.99,$37.99,已上架,800000,15,0.00,152,0,0,0.00
16427,"Ethnic Print Slim-fit V-neck Dress",女装/女装-裙子-连衣裙（Dresses）,220625,$22.79,$22.79,已上架,599999,8,0.00,46,0,1,0.02
16426,"Ethnic Print Short Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,220618,$27.50,$27.50,已下架,0,17,0.00,117,0,4,0.03
16425,"Retro Print Midi Skirt Suits","女装/女装-裙子套装（Skirt Suits）",220622,$37.79,$37.79,已上架,599998,16,0.00,136,1,2,0.01
16422,"Women's Slotted Collar Ethnic Print Dress",女装/女装-裙子-连衣裙（Dresses）,220623,$39.99,$39.99,已上架,1199999,12,0.00,63,0,1,0.02
16423,"Women's Ethnic Print Short Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,220619,$31.99,$31.99,已下架,0,15,0.00,77,0,3,0.04
16424,"Elegant Ethnic Print Long Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,220620,$39.99,$39.99,已下架,599999,19,0.00,130,1,1,0.01
16421,"Women's Ethnic Print Strapless Lace Dress",女装/女装-裙子-连衣裙（Dresses）,220621,$35.99,$35.99,已下架,599998,6,0.00,27,0,2,0.07
16420,"Stylish and elegant V-neck lace-up printed jumpsuit",女装/女装-女下装-连体裤（Rompers）,220617,$42.99,$42.99,已上架,499999,30,0.00,139,0,1,0.01
16419,"Ethnic print off-the-shoulder dress",女装/女装-裙子-连衣裙（Dresses）,220604,$32.99,$32.99,已上架,0,29,0.00,125,1,2,0.02
16418,"Ethnic print tight skirt",女装/女装-裙子-半身裙（Skirts）,220614,$28.99,$28.99,已上架,1040000,17,0.00,64,0,1,0.02
16417,"Ethnic style printed long sleeve off-shoulder waist dress",女装/女装-裙子-连衣裙（Dresses）,220610,$39.99,$39.99,已下架,0,23,0.00,152,0,3,0.02
16412,"Ethnic style printed short sleeve off-shoulder waist dress",女装/女装-裙子-连衣裙（Dresses）,220607,$37.99,$37.99,已上架,0,18,0.00,161,0,4,0.02
16413,"Ethnic style printed V-neck short sleeve dress",女装/女装-裙子-连衣裙（Dresses）,220612,$37.99,$37.99,已上架,799999,14,0.00,82,1,1,0.01
16414,"Ethnic print long sleeve off-shoulder waist dress",女装/女装-裙子-连衣裙（Dresses）,220606,$32.99,$32.99,已上架,800000,21,0.00,146,0,0,0.00
16415,"Ethnic style printed long sleeve waist dress",女装/女装-裙子-连衣裙（Dresses）,220611,$39.99,$39.99,已下架,0,15,0.00,129,0,3,0.02
16416,"Ethnic printed round neck short sleeve dress",女装/女装-裙子-连衣裙（Dresses）,220608,$43.99,$43.99,已上架,800000,12,0.00,103,0,0,0.00
16408,"Bright printed long sleeve waist dress",女装/女装-裙子-连衣裙（Dresses）,220605,$39.99,$39.99,已下架,0,9,0.00,95,0,1,0.01
16409,"Ethnic printed long hip skirt",女装/女装-裙子-半身裙（Skirts）,220615,$26.99,$26.99,已上架,799997,22,0.00,87,3,3,0.03
16410,"Ethnic print asymmetric shawl",服饰/服饰-披肩(Shawls),220616,$34.99,$34.99,已下架,0,18,0.00,87,0,3,0.03
16411,"Ethnic style printed off-shoulder slim dress",女装/女装-裙子-连衣裙（Dresses）,220613,$32.99,$32.99,已下架,0,6,0.00,36,0,1,0.03
16406,"African Style Exaggerated Collar",服饰/服饰-项链吊坠(Necklaces),220593,$11.99,$11.99,已上架,699996,29,0.00,52,4,4,0.08
16407,"African Ethnic Printed Headscarf",服饰/服饰-头饰(Headwear),220603,$19.99,$19.99,已上架,700000,1,0.00,17,0,0,0.00
16396,"Exaggerated Multi-layer Woven Earring Necklace Set","服饰/服饰-饰品(Body Jewelry)",220595,$14.99,$14.99,已上架,599990,50,0.00,139,4,10,0.07
16404,"African Ethnic Printed Headscarf",服饰/服饰-头饰(Headwear),220599,$17.90,$17.90,已上架,1399999,7,0.00,22,1,1,0.05
16397,"Multi-Silk Necklace Set","服饰/服饰-饰品(Body Jewelry)",220598,$10.99,$10.99,已上架,199989,46,0.00,92,4,11,0.12
16405,"African Ethnic Printed Fashion Headband",服饰/服饰-头饰(Headwear),220602,$19.99,$19.99,已上架,1400000,0,0.00,12,0,0,0.00
16398,"African Style Collar Earring Set","服饰/服饰-饰品(Body Jewelry)",220597,$10.99,$10.99,已上架,100000,16,0.00,42,0,0,0.00
16395,"Exaggerated Personality collar",服饰/服饰-项链吊坠(Necklaces),220591,$11.99,$11.99,已上架,199996,21,0.00,71,0,4,0.06
16401,"Multi-layer Necklace African Style Earring Necklace Set","服饰/服饰-饰品(Body Jewelry)",220596,$14.99,$14.99,已上架,599997,14,0.00,59,1,3,0.05
16402,"Women's African Printed Hairband",服饰/服饰-头饰(Headwear),220600,$3.99,$3.99,已上架,1199974,89,0.00,194,4,26,0.14
16399,"Exaggerated Metal Flowering Collar",服饰/服饰-项链吊坠(Necklaces),220592,$10.99,$10.99,已上架,199998,10,0.00,28,2,2,0.07
16403,"Fashionable African Print Headscarf",服饰/服饰-头饰(Headwear),220601,$19.99,$19.99,已上架,1400000,0,0.00,8,0,0,0.00
16400,"African Style Handmade Rice Bead Necklace",服饰/服饰-项链吊坠(Necklaces),220594,$19.99,$19.99,已上架,600000,10,0.00,28,0,0,0.00
16391,"Women's Ethnic Printed Long-sleeved Dress",女装/女装-裙子-连衣裙（Dresses）,220526,$28.99,$28.99,已上架,399998,19,0.00,148,1,2,0.01
16390,"Women's Casual Cartoon Print Dress",女装/女装-裙子-连衣裙（Dresses）,220525,$28.99,$28.99,已上架,500000,4,0.00,20,0,0,0.00
16383,"Plus Size Round Neck Gradient Butterfly Letter Printed Pants Suit","女装/女装-裤子套装（Pant Suits）",219970,$24.99,$24.99,已上架,1200000,0,0.00,2,0,0,0.00
16387,"Women's linen Jumpsuit",女装/女装-女下装-连体裤（Rompers）,219975,$32.99,$32.99,已下架,1800000,0,0.00,0,0,0,0.00
16384,"Plus size round neck tight butterfly print pants suit","女装/女装-裤子套装（Pant Suits）",219969,$25.99,$25.99,已上架,1200000,1,0.00,11,0,0,0.00
16385,"Round Neck Tight Butterfly Print Pants Suit","女装/女装-裤子套装（Pant Suits）",219968,$24.99,$24.99,已上架,0,0,0.00,6,0,0,0.00
16388,"Plus size solid color butterfly letter printed pants suit","女装/女装-裤子套装（Pant Suits）",219971,$23.99,$23.99,已上架,1800000,1,0.00,7,0,0,0.00
16380,"Elegant slim lapel long sleeve lace-up jumpsuit",女装/女装-女下装-连体裤（Rompers）,219972,$32.99,$32.99,已上架,799996,15,0.00,70,3,4,0.06
16376,"Women's Round Neck Sleeveless Ethnic Print Dress",女装/女装-裙子-连衣裙（Dresses）,219961,$39.99,$39.99,已上架,799998,16,0.00,117,0,2,0.02
16375,"Women's Ethnic Print Irregular Round Neck Top",女装/女装-女上装-衬衫（Blouses）,219959,$31.49,$31.49,已上架,800000,24,0.00,176,0,0,0.00
16366,"Plus Size High Waist Color Stripe Print Wide-leg  Pants",女装/女装-女下装-阔腿裤（WideLegPant）,219957,$28.99,$28.99,已上架,499999,3,0.00,18,0,1,0.06
16362,"Plus Size Long Sleeve Solid Color Sexy Bag Hip Dress",女装/女装-裙子-连衣裙（Dresses）,219955,$21.99,$21.99,已上架,399999,12,0.00,59,0,1,0.02
16368,"Large size casual sleeveless letter printed vest",女装/女装-女上装-背心（Tank),219953,$20.99,$20.99,已上架,500000,1,0.00,10,0,0,0.00
16369,"Sexy Suspender Tie Dye Printed Bag Hip Dress",女装/女装-裙子-连衣裙（Dresses）,219956,$28.99,$28.99,已上架,400000,4,0.00,13,0,0,0.00
16370,"Ethnic Print V-neck Short Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,219954,$36.99,$36.99,已上架,1199998,11,0.00,71,0,2,0.03
16364,"Ladies Vintage African Print Suit Set","女装/女装-裤子套装（Pant Suits）",219960,$54.28,$54.28,已下架,0,3,0.00,41,0,0,0.00
16374,"Sexy one-shoulder long sleeve printed jumpsuit",女装/女装-女下装-连体裤（Rompers）,219966,$29.99,$29.99,已上架,600000,0,0.00,5,0,0,0.00
16371,"Casual round neck printed stitching short sleeve dress",女装/女装-裙子-连衣裙（Dresses）,219964,$25.99,$25.99,已上架,499995,27,0.00,102,2,5,0.05
16373,"Elegant long slim trench coat  skirt suit","女装/女装-裙子套装（Skirt Suits）",219965,$63.99,$63.99,已上架,499999,18,0.00,87,1,1,0.01
16361,"Jacquard high-waisted exercise yoga pants",女装/女装-女下装-瑜伽裤（YogaPants）,219949,$20.28,$20.28,已上架,2800000,9,0.00,23,0,0,0.00
16359,"Ethnic Print Slim-fit Hip Dress",女装/女装-裙子-连衣裙（Dresses）,219941,$20.99,$20.99,已上架,3599999,11,0.00,57,0,1,0.02
16358,"Ethnic Printed Long-sleeved High-waist Slimmed Mid-length Dress",女装/女装-裙子-连衣裙（Dresses）,219943,$36.99,$36.99,已上架,800000,2,0.00,38,0,0,0.00
16355,"Ethnic Printed Irregular Split Dress",女装/女装-裙子-连衣裙（Dresses）,219944,$39.29,$39.29,已上架,799999,11,0.00,82,0,1,0.01
16356,"Ethnic Printed DIY Lace Irregular Split Dress",女装/女装-裙子-连衣裙（Dresses）,219945,$39.29,$39.29,已上架,1599995,36,0.00,201,3,5,0.02
16350,"Casual V-neck Short Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,219942,$22.99,$22.99,已上架,1599995,38,0.00,155,1,5,0.03
16351,"Ethnic Print Long Sleeve V-neck Dress",女装/女装-裙子-连衣裙（Dresses）,219940,$35.39,$35.39,已上架,800000,2,0.00,30,0,0,0.00
16353,"Ethnic Print Short Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,219947,$35.39,$35.39,已上架,1499999,3,0.00,33,0,1,0.03
16349,"Plus Size Sports Gradient Short Sleeve Pants Suit","女装/女装-裤子套装（Pant Suits）",219939,$27.99,$27.99,已上架,900000,6,0.00,25,0,0,0.00
16352,"Plus Size Casual Lips Printed Ripped Pants Suit","女装/女装-裤子套装（Pant Suits）",219938,$28.99,$28.99,已上架,1000000,0,0.00,4,0,0,0.00
16354,"Sexy Ethnic Printed V-neck Mid-sleeved Jumpsuit",女装/女装-女下装-连体裤（Rompers）,219946,$39.99,$39.99,已上架,800000,10,0.00,105,0,0,0.00
16347,"Accordion Print Stitching Bag Hip Dress",女装/女装-裙子-连衣裙（Dresses）,219948,$31.42,$31.42,已上架,399998,13,0.00,65,1,2,0.03
16344,"Plus Size Solid Color Casual Lips Print Dress",女装/女装-裙子-连衣裙（Dresses）,219936,$27.86,$27.86,已上架,1200000,0,0.00,3,0,0,0.00
16345,"Plus Size Lips Printed Half-high Collar Short Sleeve Mini Dress",女装/女装-裙子-连衣裙（Dresses）,219933,$20.99,$20.99,已上架,1200000,2,0.00,9,0,0,0.00
